,E_sto,P_sto,P_load_sp,P_shed,P_load,P_sun,P_curt,P_pv,P_grid,c_grid
353,7.972,0.056,0.82,0,0.82,1.77692308,0.900923077,0.876,0,0.2
353.5,8,0,0.88,0,0.88,1.44615385,0.566153846,0.88,0,0.2
354,8,-0.287076923,0.964,0,0.964,0.676923077,0,0.676923077,0,0.2
354.5,7.85646154,-0.631384615,1.016,0,1.016,0.384615385,0,0.384615385,0,0.2
355,7.54076923,-0.767846154,0.814,0,0.814,0.0461538462,0,0.0461538462,0,0.2
355.5,7.15684615,-0.849846154,0.896,0,0.896,0.0461538462,0,0.0461538462,0,0.2
356,6.73192308,-0.874,0.874,0,0.874,0,0,0,0,0.2
356.5,6.29492308,-0.844,0.844,0,0.844,0,0,0,0,0.2
357,5.87292308,-1.292,1.292,0,1.292,0,0,0,0,0.2
357.5,5.22692308,-1.466,1.466,0,1.466,0,0,0,0,0.2
358,4.49392308,-1.2,1.2,0,1.2,0,0,0,0,0.2
358.5,3.89392308,-0.674,0.674,0,0.674,0,0,0,0,0.2
359,3.55692308,-0.428,0.428,0,0.428,0,0,0,0,0.2
359.5,3.34292308,-0.408,0.408,0,0.408,0,0,0,0,0.2
360,3.13892308,-0.586,0.586,0,0.586,0,0,0,0,0.1
360.5,2.84592308,-0.404,0.404,0,0.404,0,0,0,0,0.1
361,2.64392308,-0.574,0.574,0,0.574,0,0,0,0,0.1
361.5,2.35692308,-0.424,0.424,0,0.424,0,0,0,0,0.1
362,2.14492308,-0.622,0.622,0,0.622,0,0,0,0,0.1
362.5,1.83392308,-0.384,0.384,0,0.384,0,0,0,0,0.1
363,1.64192308,-0.524,0.524,0,0.524,0,0,0,0,0.1
363.5,1.37992308,-0.322,0.322,0,0.322,0,0,0,0,0.1
364,1.21892308,-0.342,0.342,0,0.342,0,0,0,0,0.1
364.5,1.04792308,-0.416,0.416,0,0.416,0,0,0,0,0.1
365,0.839923077,-0.322,0.322,0,0.322,0,0,0,0,0.1
365.5,0.678923077,-0.342,0.342,0,0.342,0,0,0,0,0.1
366,0.507923077,-0.707846154,0.754,0,0.754,0.0461538462,0,0.0461538462,0,0.2
366.5,0.154,-0.308,0.728,0,0.728,0.0461538462,0,0.0461538462,0.373846154,0.2
367,0,0,0.494,0,0.494,0.192307692,0,0.192307692,0.301692308,0.2
367.5,0,0,1.21,0,1.21,0.384615385,0,0.384615385,0.825384615,0.2
368,0,0,0.556,0,0.556,0.530769231,0,0.530769231,0.0252307692,0.2
368.5,0,0.282923077,0.394,0,0.394,0.676923077,0,0.676923077,0,0.2
369,0.141461538,0.823846154,0.33,0,0.33,1.15384615,0,1.15384615,0,0.2
369.5,0.553384615,0.617692308,0.39,0,0.39,1.00769231,0,1.00769231,0,0.2
370,0.862230769,0.527384615,0.388,0,0.388,0.915384615,0,0.915384615,0,0.2
370.5,1.12592308,0.329538462,0.632,0,0.632,0.961538462,0,0.961538462,0,0.2
371,1.29069231,1.20461538,0.48,0,0.48,1.68461538,0,1.68461538,0,0.2
371.5,1.893,0.460923077,1.316,0,1.316,1.77692308,0,1.77692308,0,0.2
372,2.12346154,1.50630769,1.286,0,1.286,2.79230769,0,2.79230769,0,0.2
372.5,2.87661538,1.34769231,0.96,0,0.96,2.30769231,0,2.30769231,0,0.2
373,3.55046154,1.25938462,0.856,0,0.856,2.11538462,0,2.11538462,0,0.2
373.5,4.18015385,1.33353846,0.828,0,0.828,2.16153846,0,2.16153846,0,0.2
374,4.84692308,1.41169231,0.896,0,0.896,2.30769231,0,2.30769231,0,0.2
374.5,5.55276923,2.15076923,0.78,0,0.78,2.93076923,0,2.93076923,0,0.2
375,6.62815385,2.37107692,0.752,0,0.752,3.12307692,0,3.12307692,0,0.2
375.5,7.81369231,0.372615385,0.676,0,0.676,2.69230769,1.64369231,1.04861538,0,0.2
376,8,0,0.996,0,0.996,2.06923077,1.07323077,0.996,0,0.2
376.5,8,0,0.7,0,0.7,1.49230769,0.792307692,0.7,0,0.2
377,8,0,1.018,0,1.018,1.2,0.182,1.018,0,0.2
377.5,8,-0.371230769,0.902,0,0.902,0.530769231,0,0.530769231,0,0.2
378,7.81438462,-0.957538462,1.296,0,1.296,0.338461538,0,0.338461538,0,0.2
378.5,7.33561538,-1.15769231,1.35,0,1.35,0.192307692,0,0.192307692,0,0.2
379,6.75676923,-1.26,1.36,0,1.36,0.1,0,0.1,0,0.2
379.5,6.12676923,-1.372,1.372,0,1.372,0,0,0,0,0.2
380,5.44076923,-0.936,0.936,0,0.936,0,0,0,0,0.2
380.5,4.97276923,-0.95,0.95,0,0.95,0,0,0,0,0.2
381,4.49776923,-1.06,1.06,0,1.06,0,0,0,0,0.2
381.5,3.96776923,-0.954,0.954,0,0.954,0,0,0,0,0.2
382,3.49076923,-0.936,0.936,0,0.936,0,0,0,0,0.2
382.5,3.02276923,-0.82,0.82,0,0.82,0,0,0,0,0.2
383,2.61276923,-0.552,0.552,0,0.552,0,0,0,0,0.2
383.5,2.33676923,-0.443846154,0.49,0,0.49,0.0461538462,0,0.0461538462,0,0.2
384,2.11484615,-0.538,0.538,0,0.538,0,0,0,0,0.1
384.5,1.84584615,-0.62,0.62,0,0.62,0,0,0,0,0.1
385,1.53584615,-0.51,0.51,0,0.51,0,0,0,0,0.1
385.5,1.28084615,-0.49,0.49,0,0.49,0,0,0,0,0.1
386,1.03584615,-0.612,0.612,0,0.612,0,0,0,0,0.1
386.5,0.729846154,-0.398,0.398,0,0.398,0,0,0,0,0.1
387,0.530846154,-0.366,0.366,0,0.366,0,0,0,0,0.1
387.5,0.347846154,-0.352,0.352,0,0.352,0,0,0,0,0.1
388,0.171846154,-0.334,0.334,0,0.334,0,0,0,0,0.1
388.5,0.00484615385,-0.00969230769,0.43,0,0.43,0,0,0,0.420307692,0.1
389,0,0,0.342,0,0.342,0,0,0,0.342,0.1
389.5,0,0,0.54,0,0.54,0,0,0,0.54,0.1
390,0,0,0.816,0,0.816,0.1,0,0.1,0.716,0.2
390.5,0,0,0.516,0,0.516,0.238461538,0,0.238461538,0.277538462,0.2
391,0,0,0.462,0,0.462,0.338461538,0,0.338461538,0.123538462,0.2
391.5,0,0.0784615385,0.26,0,0.26,0.338461538,0,0.338461538,0,0.2
392,0.0392307692,0.162923077,0.414,0,0.414,0.576923077,0,0.576923077,0,0.2
392.5,0.120692308,0.405384615,0.41,0,0.41,0.815384615,0,0.815384615,0,0.2
393,0.323384615,1.05430769,0.338,0,0.338,1.39230769,0,1.39230769,0,0.2
393.5,0.850538462,1.75938462,0.456,0,0.456,2.21538462,0,2.21538462,0,0.2
394,1.73023077,1.82938462,0.386,0,0.386,2.21538462,0,2.21538462,0,0.2
394.5,2.64492308,1.44323077,0.526,0,0.526,1.96923077,0,1.96923077,0,0.2
395,3.36653846,2.26046154,0.478,0,0.478,2.73846154,0,2.73846154,0,0.2
395.5,4.49676923,2.79892308,0.378,0,0.378,3.17692308,0,3.17692308,0,0.2
396,5.89623077,2.34446154,0.394,0,0.394,2.73846154,0,2.73846154,0,0.2
396.5,7.06846154,1.86307692,0.968,0,0.968,3.07692308,0.245846154,2.83107692,0,0.2
397,8,0,0.83,0,0.83,2.64615385,1.81615385,0.83,0,0.2
397.5,8,0,0.836,0,0.836,3.03076923,2.19476923,0.836,0,0.2
398,8,0,0.964,0,0.964,2.6,1.636,0.964,0,0.2
398.5,8,0,0.892,0,0.892,3.03076923,2.13876923,0.892,0,0.2
399,8,0,0.776,0,0.776,2.98461538,2.20861538,0.776,0,0.2
399.5,8,0,0.786,0,0.786,2.79230769,2.00630769,0.786,0,0.2
400,8,0,1.076,0,1.076,2.21538462,1.13938462,1.076,0,0.2
400.5,8,0,1.612,0,1.612,2.26153846,0.649538462,1.612,0,0.2
401,8,0,1.192,0,1.192,1.96923077,0.777230769,1.192,0,0.2
401.5,8,0,1.242,0,1.242,1.58461538,0.342615385,1.242,0,0.2
402,8,-0.146153846,1.3,0,1.3,1.15384615,0,1.15384615,0,0.2
402.5,7.92692308,0.146153846,0.414,0,0.414,0.723076923,0.162923077,0.560153846,0,0.2
403,8,-0.251692308,0.544,0,0.544,0.292307692,0,0.292307692,0,0.2
403.5,7.87415385,-0.501846154,0.548,0,0.548,0.0461538462,0,0.0461538462,0,0.2
404,7.62323077,-0.488,0.488,0,0.488,0,0,0,0,0.2
404.5,7.37923077,-0.432,0.432,0,0.432,0,0,0,0,0.2
405,7.16323077,-0.664,0.664,0,0.664,0,0,0,0,0.2
405.5,6.83123077,-0.726,0.726,0,0.726,0,0,0,0,0.2
406,6.46823077,-0.384,0.384,0,0.384,0,0,0,0,0.2
406.5,6.27623077,-0.346,0.346,0,0.346,0,0,0,0,0.2
407,6.10323077,-0.866,0.866,0,0.866,0,0,0,0,0.2
407.5,5.67023077,-0.472,0.472,0,0.472,0,0,0,0,0.2
408,5.43423077,-0.672,0.672,0,0.672,0,0,0,0,0.1
408.5,5.09823077,-0.56,0.56,0,0.56,0,0,0,0,0.1
409,4.81823077,-0.664,0.664,0,0.664,0,0,0,0,0.1
409.5,4.48623077,-0.674,0.674,0,0.674,0,0,0,0,0.1
410,4.14923077,-0.424,0.424,0,0.424,0,0,0,0,0.1
410.5,3.93723077,-0.442,0.442,0,0.442,0,0,0,0,0.1
411,3.71623077,-0.298,0.298,0,0.298,0,0,0,0,0.1
411.5,3.56723077,-0.464,0.464,0,0.464,0,0,0,0,0.1
412,3.33523077,-0.36,0.36,0,0.36,0,0,0,0,0.1
412.5,3.15523077,-0.41,0.41,0,0.41,0,0,0,0,0.1
413,2.95023077,-0.382,0.382,0,0.382,0,0,0,0,0.1
413.5,2.75923077,-0.692,0.692,0,0.692,0,0,0,0,0.1
414,2.41323077,-0.631846154,0.778,0,0.778,0.146153846,0,0.146153846,0,0.2
414.5,2.09730769,-0.193846154,0.34,0,0.34,0.146153846,0,0.146153846,0,0.2
415,2.00038462,-0.303846154,0.45,0,0.45,0.146153846,0,0.146153846,0,0.2
415.5,1.84846154,-0.187538462,0.426,0,0.426,0.238461538,0,0.238461538,0,0.2
416,1.75469231,0.353384615,0.462,0,0.462,0.815384615,0,0.815384615,0,0.2
416.5,1.93138462,0.329230769,0.44,0,0.44,0.769230769,0,0.769230769,0,0.2
417,2.096,0.170769231,0.36,0,0.36,0.530769231,0,0.530769231,0,0.2
417.5,2.18138462,-0.179692308,0.472,0,0.472,0.292307692,0,0.292307692,0,0.2
418,2.09153846,0.254769231,0.276,0,0.276,0.530769231,0,0.530769231,0,0.2
418.5,2.21892308,0.151076923,0.472,0,0.472,0.623076923,0,0.623076923,0,0.2
419,2.29446154,0.213230769,0.556,0,0.556,0.769230769,0,0.769230769,0,0.2
419.5,2.40107692,0.0389230769,0.538,0,0.538,0.576923077,0,0.576923077,0,0.2
420,2.42053846,0.733538462,0.228,0,0.228,0.961538462,0,0.961538462,0,0.2
420.5,2.78730769,0.725846154,0.428,0,0.428,1.15384615,0,1.15384615,0,0.2
421,3.15023077,-0.372153846,1.626,0,1.626,1.25384615,0,1.25384615,0,0.2
421.5,2.96415385,-0.191846154,1.538,0,1.538,1.34615385,0,1.34615385,0,0.2
422,2.86823077,0.908923077,0.868,0,0.868,1.77692308,0,1.77692308,0,0.2
422.5,3.32269231,2.24507692,0.878,0,0.878,3.12307692,0,3.12307692,0,0.2
423,4.44523077,0.992769231,0.738,0,0.738,1.73076923,0,1.73076923,0,0.2
423.5,4.94161538,1.20138462,0.914,0,0.914,2.11538462,0,2.11538462,0,0.2
424,5.54230769,1.17153846,0.99,0,0.99,2.16153846,0,2.16153846,0,0.2
424.5,6.12807692,0.536153846,0.81,0,0.81,1.34615385,0,1.34615385,0,0.2
425,6.39615385,-0.148769231,0.918,0,0.918,0.769230769,0,0.769230769,0,0.2
425.5,6.32176923,-0.331076923,1.008,0,1.008,0.676923077,0,0.676923077,0,0.2
426,6.15623077,-0.551230769,1.082,0,1.082,0.530769231,0,0.530769231,0,0.2
426.5,5.88061538,-0.661538462,1,0,1,0.338461538,0,0.338461538,0,0.2
427,5.54984615,-1.15784615,1.304,0,1.304,0.146153846,0,0.146153846,0,0.2
427.5,4.97092308,-1.02,1.02,0,1.02,0,0,0,0,0.2
428,4.46092308,-1.026,1.026,0,1.026,0,0,0,0,0.2
428.5,3.94792308,-1.024,1.024,0,1.024,0,0,0,0,0.2
429,3.43592308,-0.955846154,1.002,0,1.002,0.0461538462,0,0.0461538462,0,0.2
429.5,2.958,-1.05,1.05,0,1.05,0,0,0,0,0.2
430,2.433,-1.052,1.052,0,1.052,0,0,0,0,0.2
430.5,1.907,-0.938,0.938,0,0.938,0,0,0,0,0.2
431,1.438,-0.554,0.554,0,0.554,0,0,0,0,0.2
431.5,1.161,-0.476,0.476,0,0.476,0,0,0,0,0.2
432,0.923,-0.456,0.456,0,0.456,0,0,0,0,0.1
432.5,0.695,-0.502,0.502,0,0.502,0,0,0,0,0.1
433,0.444,-0.5,0.5,0,0.5,0,0,0,0,0.1
433.5,0.194,-0.388,0.552,0,0.552,0,0,0,0.164,0.1
434,0,0,0.422,0,0.422,0,0,0,0.422,0.1
434.5,0,0,0.494,0,0.494,0,0,0,0.494,0.1
435,0,0,0.38,0,0.38,0,0,0,0.38,0.1
435.5,0,0,0.36,0,0.36,0,0,0,0.36,0.1
436,0,0,0.332,0,0.332,0,0,0,0.332,0.1
436.5,0,0,0.412,0,0.412,0,0,0,0.412,0.1
437,0,0,0.38,0,0.38,0,0,0,0.38,0.1
437.5,0,0,0.44,0,0.44,0,0,0,0.44,0.1
438,0,0,0.384,0,0.384,0.0461538462,0,0.0461538462,0.337846154,0.2
438.5,0,0,0.334,0,0.334,0.192307692,0,0.192307692,0.141692308,0.2
439,0,0.0286153846,0.356,0,0.356,0.384615385,0,0.384615385,0,0.2
439.5,0.0143076923,-0.0286153846,0.576,0,0.576,0.530769231,0,0.530769231,0.0166153846,0.2
440,0,0.329384615,0.486,0,0.486,0.815384615,0,0.815384615,0,0.2
440.5,0.164692308,0.762307692,0.63,0,0.63,1.39230769,0,1.39230769,0,0.2
441,0.545846154,1.11230769,0.38,0,0.38,1.49230769,0,1.49230769,0,0.2
441.5,1.102,0.239076923,0.484,0,0.484,0.723076923,0,0.723076923,0,0.2
442,1.22153846,0.380923077,0.296,0,0.296,0.676923077,0,0.676923077,0,0.2
442.5,1.412,0.0269230769,0.55,0,0.55,0.576923077,0,0.576923077,0,0.2
443,1.42546154,0.538,0.662,0,0.662,1.2,0,1.2,0,0.2
443.5,1.69446154,1.10353846,1.058,0,1.058,2.16153846,0,2.16153846,0,0.2
444,2.24623077,1.748,0.852,0,0.852,2.6,0,2.6,0,0.2
444.5,3.12023077,1.12969231,1.278,0,1.278,2.40769231,0,2.40769231,0,0.2
445,3.68507692,1.18153846,0.98,0,0.98,2.16153846,0,2.16153846,0,0.2
445.5,4.27584615,2.51938462,0.796,0,0.796,3.31538462,0,3.31538462,0,0.2
446,5.53553846,2.25692308,0.92,0,0.92,3.17692308,0,3.17692308,0,0.2
446.5,6.664,2.24307692,0.88,0,0.88,3.12307692,0,3.12307692,0,0.2
447,7.78553846,0.428923077,0.966,0,0.966,2.73846154,1.34353846,1.39492308,0,0.2
447.5,8,0,0.822,0,0.822,2.83846154,2.01646154,0.822,0,0.2
448,8,0,0.956,0,0.956,2.54615385,1.59015385,0.956,0,0.2
448.5,8,0,1.586,0,1.586,2.26153846,0.675538462,1.586,0,0.2
449,8,0,1.002,0,1.002,1.92307692,0.921076923,1.002,0,0.2
449.5,8,0,0.948,0,0.948,1.63846154,0.690461538,0.948,0,0.2
450,8,0,0.842,0,0.842,1.10769231,0.265692308,0.842,0,0.2
450.5,8,-0.159076923,0.836,0,0.836,0.676923077,0,0.676923077,0,0.2
451,7.92046154,-0.605538462,0.844,0,0.844,0.238461538,0,0.238461538,0,0.2
451.5,7.61769231,-0.937846154,0.984,0,0.984,0.0461538462,0,0.0461538462,0,0.2
452,7.14876923,-1.128,1.128,0,1.128,0,0,0,0,0.2
452.5,6.58476923,-1.038,1.038,0,1.038,0,0,0,0,0.2
453,6.06576923,-0.884,0.884,0,0.884,0,0,0,0,0.2
453.5,5.62376923,-0.844,0.844,0,0.844,0,0,0,0,0.2
454,5.20176923,-0.59,0.59,0,0.59,0,0,0,0,0.2
454.5,4.90676923,-0.382,0.382,0,0.382,0,0,0,0,0.2
455,4.71576923,-0.424,0.424,0,0.424,0,0,0,0,0.2
455.5,4.50376923,-0.44,0.44,0,0.44,0,0,0,0,0.2
456,4.28376923,-0.51,0.51,0,0.51,0,0,0,0,0.1
456.5,4.02876923,-0.538,0.538,0,0.538,0,0,0,0,0.1
457,3.75976923,-0.448,0.448,0,0.448,0,0,0,0,0.1
457.5,3.53576923,-0.404,0.404,0,0.404,0,0,0,0,0.1
458,3.33376923,-0.454,0.454,0,0.454,0,0,0,0,0.1
458.5,3.10676923,-0.41,0.41,0,0.41,0,0,0,0,0.1
459,2.90176923,-0.352,0.352,0,0.352,0,0,0,0,0.1
459.5,2.72576923,-0.4,0.4,0,0.4,0,0,0,0,0.1
460,2.52576923,-0.359846154,0.406,0,0.406,0.0461538462,0,0.0461538462,0,0.1
460.5,2.34584615,-0.326,0.326,0,0.326,0,0,0,0,0.1
461,2.18284615,-0.332,0.332,0,0.332,0,0,0,0,0.1
461.5,2.01684615,-0.38,0.38,0,0.38,0,0,0,0,0.1
462,1.82684615,-0.354,0.354,0,0.354,0,0,0,0,0.2
462.5,1.64984615,-0.477692308,0.67,0,0.67,0.192307692,0,0.192307692,0,0.2
463,1.411,-0.637692308,0.93,0,0.93,0.292307692,0,0.292307692,0,0.2
463.5,1.09215385,-0.235384615,0.72,0,0.72,0.484615385,0,0.484615385,0,0.2
464,0.974461538,0.0629230769,0.614,0,0.614,0.676923077,0,0.676923077,0,0.2
464.5,1.00592308,0.00307692308,0.72,0,0.72,0.723076923,0,0.723076923,0,0.2
465,1.00746154,-0.286923077,0.91,0,0.91,0.623076923,0,0.623076923,0,0.2
465.5,0.864,0.257692308,0.75,0,0.75,1.00769231,0,1.00769231,0,0.2
466,0.992846154,0.512,0.788,0,0.788,1.3,0,1.3,0,0.2
466.5,1.24884615,0.378,0.922,0,0.922,1.3,0,1.3,0,0.2
467,1.43784615,1.13938462,0.976,0,0.976,2.11538462,0,2.11538462,0,0.2
467.5,2.00753846,1.79569231,0.612,0,0.612,2.40769231,0,2.40769231,0,0.2
468,2.90538462,1.52984615,0.924,0,0.924,2.45384615,0,2.45384615,0,0.2
468.5,3.67030769,1.75984615,0.694,0,0.694,2.45384615,0,2.45384615,0,0.2
469,4.55023077,1.91430769,0.778,0,0.778,2.69230769,0,2.69230769,0,0.2
469.5,5.50738462,1.09784615,1.256,0,1.256,2.35384615,0,2.35384615,0,0.2
470,6.05630769,0.388307692,1.004,0,1.004,1.39230769,0,1.39230769,0,0.2
470.5,6.25046154,0.419076923,1.504,0,1.504,1.92307692,0,1.92307692,0,0.2
471,6.46,1.12369231,1.184,0,1.184,2.30769231,0,2.30769231,0,0.2
471.5,7.02184615,0.464153846,0.982,0,0.982,1.44615385,0,1.44615385,0,0.2
472,7.25392308,0.240307692,1.152,0,1.152,1.39230769,0,1.39230769,0,0.2
472.5,7.37407692,-0.0403076923,1.048,0,1.048,1.00769231,0,1.00769231,0,0.2
473,7.35392308,-0.170769231,1.04,0,1.04,0.869230769,0,0.869230769,0,0.2
473.5,7.26853846,-0.563230769,1.094,0,1.094,0.530769231,0,0.530769231,0,0.2
474,6.98692308,-0.539384615,1.024,0,1.024,0.484615385,0,0.484615385,0,0.2
474.5,6.71723077,-0.743538462,1.082,0,1.082,0.338461538,0,0.338461538,0,0.2
475,6.34546154,-0.849846154,0.996,0,0.996,0.146153846,0,0.146153846,0,0.2
475.5,5.92053846,-1.128,1.128,0,1.128,0,0,0,0,0.2
476,5.35653846,-1.06784615,1.114,0,1.114,0.0461538462,0,0.0461538462,0,0.2
476.5,4.82261538,-1.41,1.41,0,1.41,0,0,0,0,0.2
477,4.11761538,-1.256,1.256,0,1.256,0,0,0,0,0.2
477.5,3.48961538,-1.188,1.188,0,1.188,0,0,0,0,0.2
478,2.89561538,-0.554,0.554,0,0.554,0,0,0,0,0.2
478.5,2.61861538,-0.55,0.55,0,0.55,0,0,0,0,0.2
479,2.34361538,-0.412,0.412,0,0.412,0,0,0,0,0.2
479.5,2.13761538,-0.426,0.426,0,0.426,0,0,0,0,0.2
480,1.92461538,-0.466,0.466,0,0.466,0,0,0,0,0.1
480.5,1.69161538,-0.49,0.49,0,0.49,0,0,0,0,0.1
481,1.44661538,-0.42,0.42,0,0.42,0,0,0,0,0.1
481.5,1.23661538,-0.514,0.514,0,0.514,0,0,0,0,0.1
482,0.979615385,-0.468,0.468,0,0.468,0,0,0,0,0.1
482.5,0.745615385,-0.568,0.568,0,0.568,0,0,0,0,0.1
483,0.461615385,-0.426,0.426,0,0.426,0,0,0,0,0.1
483.5,0.248615385,-0.352,0.352,0,0.352,0,0,0,0,0.1
484,0.0726153846,-0.145230769,0.366,0,0.366,0,0,0,0.220769231,0.1
484.5,0,0,0.374,0,0.374,0,0,0,0.374,0.1
485,0,0,0.346,0,0.346,0,0,0,0.346,0.1
485.5,0,0,0.384,0,0.384,0,0,0,0.384,0.1
486,0,0,0.658,0,0.658,0,0,0,0.658,0.2
486.5,0,0,0.732,0,0.732,0,0,0,0.732,0.2
487,0,0,0.518,0,0.518,0.192307692,0,0.192307692,0.325692308,0.2
487.5,0,0,0.474,0,0.474,0.1,0,0.1,0.374,0.2
488,0,0,0.818,0,0.818,0.146153846,0,0.146153846,0.671846154,0.2
488.5,0,0,0.708,0,0.708,0.238461538,0,0.238461538,0.469538462,0.2
489,0,0,0.678,0,0.678,0.292307692,0,0.292307692,0.385692308,0.2
489.5,0,0.764307692,0.728,0,0.728,1.49230769,0,1.49230769,0,0.2
490,0.382153846,0.405692308,0.602,0,0.602,1.00769231,0,1.00769231,0,0.2
490.5,0.585,-0.209384615,0.594,0,0.594,0.384615385,0,0.384615385,0,0.2
491,0.480307692,-0.349692308,0.642,0,0.642,0.292307692,0,0.292307692,0,0.2
491.5,0.305461538,-0.610923077,1.306,0,1.306,0.338461538,0,0.338461538,0.356615385,0.2
492,0,0,1.622,0,1.622,0.915384615,0,0.915384615,0.706615385,0.2
492.5,0,0,0.948,0,0.948,0.576923077,0,0.576923077,0.371076923,0.2
493,0,0.446153846,0.9,0,0.9,1.34615385,0,1.34615385,0,0.2
493.5,0.223076923,0.382153846,1.064,0,1.064,1.44615385,0,1.44615385,0,0.2
494,0.414153846,0.452153846,0.894,0,0.894,1.34615385,0,1.34615385,0,0.2
494.5,0.640230769,1.15753846,1.004,0,1.004,2.16153846,0,2.16153846,0,0.2
495,1.219,1.35984615,0.994,0,0.994,2.35384615,0,2.35384615,0,0.2
495.5,1.89892308,-0.0246153846,0.84,0,0.84,0.815384615,0,0.815384615,0,0.2
496,1.88661538,-0.471692308,0.664,0,0.664,0.192307692,0,0.192307692,0,0.2
496.5,1.65076923,-0.917692308,1.21,0,1.21,0.292307692,0,0.292307692,0,0.2
497,1.19192308,-1.52,1.62,0,1.62,0.1,0,0.1,0,0.2
497.5,0.431923077,-0.863846154,1.466,0,1.466,0,0,0,0.602153846,0.2
498,0,0,2.384,0,2.384,0,0,0,2.384,0.2
498.5,0,0,2.584,0,2.584,0,0,0,2.584,0.2
499,0,0,1.438,0,1.438,0,0,0,1.438,0.2
499.5,0,0,0.798,0,0.798,0,0,0,0.798,0.2
500,0,0,1.198,0,1.198,0,0,0,1.198,0.2
500.5,0,0,1.212,0,1.212,0.0461538462,0,0.0461538462,1.16584615,0.2
501,0,0,1.052,0,1.052,0,0,0,1.052,0.2
501.5,0,0,0.886,0,0.886,0,0,0,0.886,0.2
502,0,0,0.894,0,0.894,0,0,0,0.894,0.2
502.5,0,0,1.644,0,1.644,0,0,0,1.644,0.2
503,0,0,1.276,0,1.276,0,0,0,1.276,0.2
503.5,0,0,0.552,0,0.552,0,0,0,0.552,0.2
504,0,0,0.436,0,0.436,0,0,0,0.436,0.1
504.5,0,0,0.432,0,0.432,0,0,0,0.432,0.1
505,0,0,0.488,0,0.488,0,0,0,0.488,0.1
505.5,0,0,0.53,0,0.53,0,0,0,0.53,0.1
506,0,0,0.522,0,0.522,0,0,0,0.522,0.1
506.5,0,0,0.444,0,0.444,0,0,0,0.444,0.1
507,0,0,0.492,0,0.492,0,0,0,0.492,0.1
507.5,0,0,0.48,0,0.48,0,0,0,0.48,0.1
508,0,0,0.454,0,0.454,0,0,0,0.454,0.1
508.5,0,0,0.352,0,0.352,0,0,0,0.352,0.1
509,0,0,0.346,0,0.346,0,0,0,0.346,0.1
509.5,0,0,0.628,0,0.628,0,0,0,0.628,0.1
510,0,0,0.36,0,0.36,0.0461538462,0,0.0461538462,0.313846154,0.2
510.5,0,0,0.336,0,0.336,0.0461538462,0,0.0461538462,0.289846154,0.2
511,0,0,0.656,0,0.656,0.1,0,0.1,0.556,0.2
511.5,0,0,0.906,0,0.906,0.192307692,0,0.192307692,0.713692308,0.2
512,0,0,0.52,0,0.52,0.292307692,0,0.292307692,0.227692308,0.2
512.5,0,0,0.646,0,0.646,0.238461538,0,0.238461538,0.407538462,0.2
513,0,0,0.596,0,0.596,0.338461538,0,0.338461538,0.257538462,0.2
513.5,0,0.251230769,0.618,0,0.618,0.869230769,0,0.869230769,0,0.2
514,0.125615385,0.740307692,0.652,0,0.652,1.39230769,0,1.39230769,0,0.2
514.5,0.495769231,-0.412923077,1.036,0,1.036,0.623076923,0,0.623076923,0,0.2
515,0.289307692,-0.349384615,0.834,0,0.834,0.484615385,0,0.484615385,0,0.2
515.5,0.114615385,0.281076923,0.442,0,0.442,0.723076923,0,0.723076923,0,0.2
516,0.255153846,0.474,0.726,0,0.726,1.2,0,1.2,0,0.2
516.5,0.492153846,1.39953846,0.862,0,0.862,2.26153846,0,2.26153846,0,0.2
517,1.19192308,2.30107692,0.822,0,0.822,3.12307692,0,3.12307692,0,0.2
517.5,2.34246154,0.952923077,0.824,0,0.824,1.77692308,0,1.77692308,0,0.2
518,2.81892308,1.00753846,1.154,0,1.154,2.16153846,0,2.16153846,0,0.2
518.5,3.32269231,1.41553846,0.846,0,0.846,2.26153846,0,2.26153846,0,0.2
519,4.03046154,1.22538462,0.99,0,0.99,2.21538462,0,2.21538462,0,0.2
519.5,4.64315385,1.50584615,0.848,0,0.848,2.35384615,0,2.35384615,0,0.2
520,5.39607692,1.592,0.908,0,0.908,2.5,0,2.5,0,0.2
520.5,6.19207692,1.48984615,0.864,0,0.864,2.35384615,0,2.35384615,0,0.2
521,6.937,0.951076923,1.072,0,1.072,2.02307692,0,2.02307692,0,0.2
521.5,7.41253846,0.586923077,1.19,0,1.19,1.77692308,0,1.77692308,0,0.2
522,7.706,0.179846154,1.074,0,1.074,1.25384615,0,1.25384615,0,0.2
522.5,7.79592308,-0.325076923,0.902,0,0.902,0.576923077,0,0.576923077,0,0.2
523,7.63338462,-0.865846154,1.012,0,1.012,0.146153846,0,0.146153846,0,0.2
523.5,7.20046154,-0.916,0.916,0,0.916,0,0,0,0,0.2
524,6.74246154,-1,1,0,1,0,0,0,0,0.2
524.5,6.24246154,-0.943846154,0.99,0,0.99,0.0461538462,0,0.0461538462,0,0.2
525,5.77053846,-1.038,1.038,0,1.038,0,0,0,0,0.2
525.5,5.25153846,-0.99,0.99,0,0.99,0,0,0,0,0.2
526,4.75653846,-0.94,0.94,0,0.94,0,0,0,0,0.2
526.5,4.28653846,-0.914,0.914,0,0.914,0,0,0,0,0.2
527,3.82953846,-0.908,0.908,0,0.908,0,0,0,0,0.2
527.5,3.37553846,-0.618,0.618,0,0.618,0,0,0,0,0.2
